Gen: 0 | Net_R: -0.72 | Avg_R: -0.72 | Kid_avg_R: -0.893 | Gen_T: 16.74488067626953
Gen: 4266 | Net_R: 0.3 | Avg_R: 0.2645878747470294 | Kid_avg_R: 0.24600000000000005 | Gen_T: 16.97038769721985
Gen: 4267 | Net_R: 0.26 | Avg_R: 0.2641290872723265 | Kid_avg_R: 0.153 | Gen_T: 17.359745740890503
Gen: 4268 | Net_R: 0.28 | Avg_R: 0.26571617854509383 | Kid_avg_R: 0.14800000000000002 | Gen_T: 17.770453691482544
Gen: 4269 | Net_R: 0.14 | Avg_R: 0.25314456069058444 | Kid_avg_R: 0.14500000000000005 | Gen_T: 16.109283685684204
Gen: 4270 | Net_R: 0.16 | Avg_R: 0.243830104621526 | Kid_avg_R: 0.08299999999999999 | Gen_T: 16.15043306350708
Gen: 4271 | Net_R: 0.28 | Avg_R: 0.24744709415937338 | Kid_avg_R: 0.10600000000000001 | Gen_T: 15.730482578277588
Gen: 4272 | Net_R: 0.14 | Avg_R: 0.23670238474343605 | Kid_avg_R: 0.08099999999999999 | Gen_T: 15.62903881072998
Gen: 4273 | Net_R: 0.1 | Avg_R: 0.22303214626909246 | Kid_avg_R: -0.012 | Gen_T: 17.23978042602539
Gen: 4274 | Net_R: 0.44 | Avg_R: 0.24472893164218323 | Kid_avg_R: 0.1 | Gen_T: 18.600324630737305
Gen: 4275 | Net_R: 0.24 | Avg_R: 0.2442560384779649 | Kid_avg_R: 0.10500000000000002 | Gen_T: 18.839699268341064
Gen: 4276 | Net_R: 0.38 | Avg_R: 0.2578304346301684 | Kid_avg_R: 0.10900000000000001 | Gen_T: 16.358985662460327
Gen: 4277 | Net_R: 0.24 | Avg_R: 0.2560473911671516 | Kid_avg_R: -0.06 | Gen_T: 19.160118341445923
Gen: 4278 | Net_R: 0.28 | Avg_R: 0.2584426520504364 | Kid_avg_R: 0.081 | Gen_T: 17.79918646812439
Gen: 4279 | Net_R: 0.34 | Avg_R: 0.26659838684539283 | Kid_avg_R: 0.183 | Gen_T: 16.62800121307373
Gen: 4280 | Net_R: 0.22 | Avg_R: 0.26193854816085355 | Kid_avg_R: 0.071 | Gen_T: 15.679877042770386
Gen: 4281 | Net_R: 0.2 | Avg_R: 0.2557446933447682 | Kid_avg_R: 0.07800000000000001 | Gen_T: 15.3695387840271
Gen: 4282 | Net_R: 0.32 | Avg_R: 0.26217022401029133 | Kid_avg_R: 0.048999999999999995 | Gen_T: 15.57947587966919
Gen: 4283 | Net_R: 0.32 | Avg_R: 0.26795320160926217 | Kid_avg_R: 0.038000000000000006 | Gen_T: 17.439478397369385
Gen: 4284 | Net_R: 0.18 | Avg_R: 0.25915788144833596 | Kid_avg_R: 0.05199999999999999 | Gen_T: 17.588995695114136
Gen: 4285 | Net_R: 0.48 | Avg_R: 0.28124209330350236 | Kid_avg_R: 0.079 | Gen_T: 17.659838438034058
Gen: 4286 | Net_R: 0.34 | Avg_R: 0.2871178839731522 | Kid_avg_R: -0.005999999999999996 | Gen_T: 17.110621690750122
Gen: 4287 | Net_R: 0.36 | Avg_R: 0.29440609557583697 | Kid_avg_R: 0.10500000000000001 | Gen_T: 16.439931392669678
Gen: 4288 | Net_R: 0.42 | Avg_R: 0.30696548601825324 | Kid_avg_R: -0.042 | Gen_T: 18.698835134506226
Gen: 4289 | Net_R: 0.28 | Avg_R: 0.30426893741642796 | Kid_avg_R: 0.10900000000000001 | Gen_T: 16.89985990524292
Gen: 4290 | Net_R: 0.36 | Avg_R: 0.30984204367478513 | Kid_avg_R: -0.034000000000000016 | Gen_T: 17.439903497695923
Gen: 4291 | Net_R: 0.1 | Avg_R: 0.28885783930730663 | Kid_avg_R: 0.11700000000000002 | Gen_T: 14.601332902908325
Gen: 4292 | Net_R: 0.28 | Avg_R: 0.287972055376576 | Kid_avg_R: 0.12600000000000003 | Gen_T: 15.308969736099243
Gen: 4293 | Net_R: 0.16 | Avg_R: 0.27517484983891843 | Kid_avg_R: 0.11599999999999999 | Gen_T: 15.34868860244751
Gen: 4294 | Net_R: 0.22 | Avg_R: 0.2696573648550266 | Kid_avg_R: 0.05 | Gen_T: 16.230356454849243
Gen: 4295 | Net_R: 0.38 | Avg_R: 0.280691628369524 | Kid_avg_R: 0.10200000000000001 | Gen_T: 16.249059200286865
Gen: 4296 | Net_R: 0.42 | Avg_R: 0.2946224655325716 | Kid_avg_R: 0.16300000000000003 | Gen_T: 15.850587129592896
Gen: 4297 | Net_R: 0.28 | Avg_R: 0.2931602189793145 | Kid_avg_R: 0.147 | Gen_T: 14.928147792816162
Gen: 4298 | Net_R: 0.14 | Avg_R: 0.2778441970813831 | Kid_avg_R: 0.15200000000000002 | Gen_T: 16.240926027297974
Gen: 4299 | Net_R: 0.28 | Avg_R: 0.27805977737324483 | Kid_avg_R: 0.18 | Gen_T: 16.238014936447144
Gen: 4300 | Net_R: 0.26 | Avg_R: 0.2762537996359204 | Kid_avg_R: 0.203 | Gen_T: 15.110337495803833
Gen: 4301 | Net_R: 0.34 | Avg_R: 0.2826284196723283 | Kid_avg_R: 0.15500000000000003 | Gen_T: 15.60977554321289
Gen: 4302 | Net_R: 0.16 | Avg_R: 0.2703655777050955 | Kid_avg_R: 0.10800000000000001 | Gen_T: 15.289045333862305
Gen: 4303 | Net_R: 0.26 | Avg_R: 0.26932901993458597 | Kid_avg_R: 0.189 | Gen_T: 15.690713167190552
Gen: 4304 | Net_R: 0.3 | Avg_R: 0.2723961179411274 | Kid_avg_R: 0.18200000000000002 | Gen_T: 17.28931999206543
Gen: 4305 | Net_R: 0.22 | Avg_R: 0.26715650614701464 | Kid_avg_R: 0.16200000000000003 | Gen_T: 16.209725618362427
Gen: 4306 | Net_R: 0.24 | Avg_R: 0.26444085553231317 | Kid_avg_R: 0.15899999999999997 | Gen_T: 16.629758596420288
Gen: 4307 | Net_R: 0.22 | Avg_R: 0.2599967699790819 | Kid_avg_R: 0.15600000000000006 | Gen_T: 16.47952938079834
Gen: 4308 | Net_R: 0.3 | Avg_R: 0.2639970929811737 | Kid_avg_R: 0.14600000000000005 | Gen_T: 16.390471935272217
Gen: 4309 | Net_R: 0.28 | Avg_R: 0.26559738368305635 | Kid_avg_R: 0.076 | Gen_T: 16.69868516921997
Gen: 4310 | Net_R: 0.46 | Avg_R: 0.28503764531475073 | Kid_avg_R: 0.16499999999999998 | Gen_T: 16.830492973327637
Gen: 4311 | Net_R: 0.18 | Avg_R: 0.2745338807832757 | Kid_avg_R: 0.10800000000000001 | Gen_T: 15.988617897033691
Gen: 4312 | Net_R: 0.34 | Avg_R: 0.2810804927049481 | Kid_avg_R: 0.151 | Gen_T: 16.711227655410767
Gen: 4313 | Net_R: 0.2 | Avg_R: 0.2729724434344533 | Kid_avg_R: 0.159 | Gen_T: 17.209545373916626
Gen: 4314 | Net_R: 0.28 | Avg_R: 0.273675199091008 | Kid_avg_R: 0.06299999999999999 | Gen_T: 16.108720541000366
Gen: 4315 | Net_R: 0.38 | Avg_R: 0.28430767918190725 | Kid_avg_R: 0.156 | Gen_T: 15.96876072883606
Gen: 4316 | Net_R: 0.32 | Avg_R: 0.2878769112637165 | Kid_avg_R: 0.13200000000000003 | Gen_T: 16.359912395477295
Gen: 4317 | Net_R: 0.2 | Avg_R: 0.2790892201373449 | Kid_avg_R: 0.16 | Gen_T: 16.39052391052246
Gen: 4318 | Net_R: 0.32 | Avg_R: 0.28318029812361045 | Kid_avg_R: 0.14099999999999996 | Gen_T: 16.699627161026
Gen: 4319 | Net_R: 0.32 | Avg_R: 0.2868622683112494 | Kid_avg_R: 0.182 | Gen_T: 16.029857873916626
Gen: 4320 | Net_R: 0.26 | Avg_R: 0.2841760414801245 | Kid_avg_R: 0.17400000000000004 | Gen_T: 15.839840412139893
Gen: 4321 | Net_R: 0.1 | Avg_R: 0.2657584373321121 | Kid_avg_R: 0.182 | Gen_T: 15.339203834533691
Gen: 4322 | Net_R: 0.24 | Avg_R: 0.2631825935989009 | Kid_avg_R: 0.13800000000000004 | Gen_T: 14.900691509246826
Gen: 4323 | Net_R: 0.28 | Avg_R: 0.26486433423901085 | Kid_avg_R: 0.159 | Gen_T: 14.889525651931763
Gen: 4324 | Net_R: 0.32 | Avg_R: 0.27037790081510976 | Kid_avg_R: 0.166 | Gen_T: 16.220261335372925
Gen: 4325 | Net_R: 0.32 | Avg_R: 0.27534011073359876 | Kid_avg_R: 0.18600000000000003 | Gen_T: 15.579988718032837
Gen: 4326 | Net_R: 0.26 | Avg_R: 0.2738060996602389 | Kid_avg_R: 0.14700000000000002 | Gen_T: 16.158522129058838
Gen: 4327 | Net_R: 0.3 | Avg_R: 0.276425489694215 | Kid_avg_R: 0.20500000000000002 | Gen_T: 15.699100255966187
Gen: 4328 | Net_R: 0.34 | Avg_R: 0.2827829407247935 | Kid_avg_R: 0.121 | Gen_T: 15.608945369720459
Gen: 4329 | Net_R: 0.34 | Avg_R: 0.2885046466523141 | Kid_avg_R: 0.075 | Gen_T: 16.104719400405884
Gen: 4330 | Net_R: 0.34 | Avg_R: 0.2936541819870827 | Kid_avg_R: 0.15700000000000003 | Gen_T: 17.434247732162476
Gen: 4331 | Net_R: 0.28 | Avg_R: 0.2922887637883745 | Kid_avg_R: 0.073 | Gen_T: 18.309386491775513
Gen: 4332 | Net_R: 0.14 | Avg_R: 0.2770598874095371 | Kid_avg_R: 0.15000000000000005 | Gen_T: 15.912486791610718
Gen: 4333 | Net_R: 0.38 | Avg_R: 0.2873538986685834 | Kid_avg_R: 0.17400000000000004 | Gen_T: 15.726163148880005
Gen: 4334 | Net_R: 0.34 | Avg_R: 0.29261850880172513 | Kid_avg_R: 0.24700000000000003 | Gen_T: 16.12059211730957
Gen: 4335 | Net_R: 0.24 | Avg_R: 0.2873566579215526 | Kid_avg_R: 0.12300000000000003 | Gen_T: 15.438789367675781
Gen: 4336 | Net_R: 0.16 | Avg_R: 0.2746209921293974 | Kid_avg_R: 0.183 | Gen_T: 15.880204677581787
Gen: 4337 | Net_R: 0.2 | Avg_R: 0.26715889291645767 | Kid_avg_R: 0.166 | Gen_T: 15.969419479370117
Gen: 4338 | Net_R: 0.28 | Avg_R: 0.26844300362481194 | Kid_avg_R: 0.10200000000000001 | Gen_T: 15.679128408432007
Gen: 4339 | Net_R: 0.14 | Avg_R: 0.25559870326233075 | Kid_avg_R: 0.022 | Gen_T: 15.56273341178894
Gen: 4340 | Net_R: 0.02 | Avg_R: 0.23203883293609767 | Kid_avg_R: 0.172 | Gen_T: 15.045615196228027
Gen: 4341 | Net_R: 0.4 | Avg_R: 0.24883494964248792 | Kid_avg_R: 0.07899999999999999 | Gen_T: 18.97941517829895
Gen: 4342 | Net_R: 0.28 | Avg_R: 0.25195145467823915 | Kid_avg_R: 0.037 | Gen_T: 17.52973699569702
Gen: 4343 | Net_R: 0.24 | Avg_R: 0.25075630921041525 | Kid_avg_R: 0.133 | Gen_T: 15.480306625366211
Gen: 4344 | Net_R: 0.38 | Avg_R: 0.26368067828937375 | Kid_avg_R: 0.183 | Gen_T: 15.888810157775879
Gen: 4345 | Net_R: 0.18 | Avg_R: 0.2553126104604364 | Kid_avg_R: 0.17400000000000002 | Gen_T: 16.37119174003601
Gen: 4346 | Net_R: 0.34 | Avg_R: 0.2637813494143928 | Kid_avg_R: 0.20600000000000004 | Gen_T: 16.26711344718933
Gen: 4347 | Net_R: 0.3 | Avg_R: 0.2674032144729535 | Kid_avg_R: 0.14 | Gen_T: 16.40031862258911
Gen: 4348 | Net_R: 0.32 | Avg_R: 0.27266289302565816 | Kid_avg_R: 0.21900000000000003 | Gen_T: 15.009931802749634
Gen: 4349 | Net_R: 0.24 | Avg_R: 0.2693966037230924 | Kid_avg_R: 0.187 | Gen_T: 15.339194059371948
Gen: 4350 | Net_R: 0.18 | Avg_R: 0.2604569433507831 | Kid_avg_R: 0.22200000000000003 | Gen_T: 15.719314575195312
Gen: 4351 | Net_R: 0.26 | Avg_R: 0.26041124901570484 | Kid_avg_R: 0.21199999999999997 | Gen_T: 15.860118865966797
Gen: 4352 | Net_R: 0.06 | Avg_R: 0.24037012411413436 | Kid_avg_R: 0.12200000000000003 | Gen_T: 14.71860671043396
Gen: 4353 | Net_R: 0.22 | Avg_R: 0.23833311170272092 | Kid_avg_R: 0.12400000000000003 | Gen_T: 14.850430727005005
Gen: 4354 | Net_R: 0.28 | Avg_R: 0.24249980053244882 | Kid_avg_R: 0.07899999999999999 | Gen_T: 17.678596258163452
Gen: 4355 | Net_R: 0.22 | Avg_R: 0.24024982047920393 | Kid_avg_R: 0.11200000000000002 | Gen_T: 15.418922662734985
Gen: 4356 | Net_R: 0.44 | Avg_R: 0.2602248384312835 | Kid_avg_R: 0.23899999999999996 | Gen_T: 16.38942003250122
Gen: 4357 | Net_R: 0.46 | Avg_R: 0.2802023545881552 | Kid_avg_R: 0.136 | Gen_T: 18.079950094223022
Gen: 4358 | Net_R: 0.2 | Avg_R: 0.2721821191293397 | Kid_avg_R: 0.05900000000000001 | Gen_T: 16.480383157730103
Gen: 4359 | Net_R: 0.2 | Avg_R: 0.2649639072164057 | Kid_avg_R: 0.10099999999999998 | Gen_T: 18.41019582748413
Gen: 4360 | Net_R: 0.18 | Avg_R: 0.2564675164947652 | Kid_avg_R: 0.13200000000000003 | Gen_T: 18.129220247268677
Gen: 4361 | Net_R: 0.28 | Avg_R: 0.25882076484528865 | Kid_avg_R: 0.16499999999999998 | Gen_T: 16.960030794143677
Gen: 4362 | Net_R: 0.06 | Avg_R: 0.2389386883607598 | Kid_avg_R: 0.15300000000000002 | Gen_T: 16.679282665252686
Gen: 4363 | Net_R: 0.06 | Avg_R: 0.22104481952468383 | Kid_avg_R: 0.21800000000000003 | Gen_T: 16.701579809188843
Gen: 4364 | Net_R: 0.18 | Avg_R: 0.21694033757221542 | Kid_avg_R: 0.13000000000000003 | Gen_T: 16.268154621124268
Gen: 4365 | Net_R: 0.22 | Avg_R: 0.21724630381499388 | Kid_avg_R: 0.24300000000000002 | Gen_T: 15.990011930465698
Gen: 4366 | Net_R: 0.32 | Avg_R: 0.2275216734334945 | Kid_avg_R: 0.18300000000000002 | Gen_T: 17.249918222427368
Gen: 4367 | Net_R: 0.28 | Avg_R: 0.23276950609014505 | Kid_avg_R: 0.22800000000000004 | Gen_T: 16.13815188407898
Gen: 4368 | Net_R: 0.14 | Avg_R: 0.22349255548113056 | Kid_avg_R: 0.20500000000000002 | Gen_T: 16.7496178150177
Gen: 4369 | Net_R: 0.08 | Avg_R: 0.20914329993301753 | Kid_avg_R: 0.202 | Gen_T: 15.730733394622803
Gen: 4370 | Net_R: 0.46 | Avg_R: 0.2342289699397158 | Kid_avg_R: 0.20500000000000002 | Gen_T: 15.99784231185913
Gen: 4371 | Net_R: 0.28 | Avg_R: 0.2388060729457442 | Kid_avg_R: 0.12999999999999998 | Gen_T: 18.040784120559692
Gen: 4372 | Net_R: 0.22 | Avg_R: 0.2369254656511698 | Kid_avg_R: 0.16200000000000003 | Gen_T: 15.189862728118896
Gen: 4373 | Net_R: 0.4 | Avg_R: 0.25323291908605283 | Kid_avg_R: 0.118 | Gen_T: 15.94970989227295
Gen: 4374 | Net_R: 0.28 | Avg_R: 0.2559096271774476 | Kid_avg_R: 0.18400000000000002 | Gen_T: 16.68926167488098
Gen: 4375 | Net_R: 0.46 | Avg_R: 0.2763186644597028 | Kid_avg_R: 0.15000000000000002 | Gen_T: 17.040659189224243
Gen: 4376 | Net_R: -0.02 | Avg_R: 0.24668679801373256 | Kid_avg_R: 0.15100000000000002 | Gen_T: 15.046731948852539
Gen: 4377 | Net_R: 0.16 | Avg_R: 0.2380181182123593 | Kid_avg_R: 0.24099999999999994 | Gen_T: 15.190736532211304
Gen: 4378 | Net_R: 0.06 | Avg_R: 0.22021630639112338 | Kid_avg_R: 0.163 | Gen_T: 15.839529037475586
Gen: 4379 | Net_R: 0.22 | Avg_R: 0.22019467575201104 | Kid_avg_R: 0.183 | Gen_T: 15.208237886428833
Gen: 4380 | Net_R: 0.34 | Avg_R: 0.23217520817680995 | Kid_avg_R: 0.11599999999999999 | Gen_T: 15.850557088851929
Gen: 4381 | Net_R: 0.36 | Avg_R: 0.24495768735912896 | Kid_avg_R: 0.13700000000000004 | Gen_T: 16.179677724838257
Gen: 4382 | Net_R: 0.1 | Avg_R: 0.23046191862321608 | Kid_avg_R: 0.155 | Gen_T: 15.328893423080444
Gen: 4383 | Net_R: 0.26 | Avg_R: 0.23341572676089448 | Kid_avg_R: 0.14 | Gen_T: 15.668604612350464
Gen: 4384 | Net_R: 0.28 | Avg_R: 0.23807415408480503 | Kid_avg_R: 0.14700000000000005 | Gen_T: 15.699748992919922
Gen: 4385 | Net_R: 0.26 | Avg_R: 0.24026673867632453 | Kid_avg_R: 0.20999999999999996 | Gen_T: 16.11961841583252
Gen: 4386 | Net_R: 0.12 | Avg_R: 0.2282400648086921 | Kid_avg_R: 0.194 | Gen_T: 17.1703097820282
Gen: 4387 | Net_R: 0.36 | Avg_R: 0.2414160583278229 | Kid_avg_R: 0.11499999999999999 | Gen_T: 15.419974565505981
Gen: 4388 | Net_R: 0.24 | Avg_R: 0.2412744524950406 | Kid_avg_R: 0.297 | Gen_T: 16.069939136505127
Gen: 4389 | Net_R: 0.26 | Avg_R: 0.24314700724553653 | Kid_avg_R: 0.152 | Gen_T: 15.610033750534058
Gen: 4390 | Net_R: -0.02 | Avg_R: 0.21683230652098287 | Kid_avg_R: 0.19100000000000003 | Gen_T: 14.999191522598267
Gen: 4391 | Net_R: 0.04 | Avg_R: 0.19914907586888458 | Kid_avg_R: 0.14300000000000004 | Gen_T: 15.838278770446777
Gen: 4392 | Net_R: 0.14 | Avg_R: 0.19323416828199613 | Kid_avg_R: 0.146 | Gen_T: 16.899099111557007
Gen: 4393 | Net_R: 0.24 | Avg_R: 0.19791075145379652 | Kid_avg_R: 0.14799999999999996 | Gen_T: 17.73073935508728
Gen: 4394 | Net_R: 0.1 | Avg_R: 0.1881196763084169 | Kid_avg_R: 0.16799999999999998 | Gen_T: 15.909593343734741
Gen: 4395 | Net_R: 0.34 | Avg_R: 0.2033077086775752 | Kid_avg_R: 0.161 | Gen_T: 16.56903076171875
Gen: 4396 | Net_R: 0.14 | Avg_R: 0.1969769378098177 | Kid_avg_R: 0.098 | Gen_T: 16.31042790412903
Gen: 4397 | Net_R: 0.02 | Avg_R: 0.17927924402883594 | Kid_avg_R: 0.174 | Gen_T: 16.341021299362183
Gen: 4398 | Net_R: 0.16 | Avg_R: 0.17735131962595235 | Kid_avg_R: 0.10400000000000001 | Gen_T: 16.069637298583984
Gen: 4399 | Net_R: 0.4 | Avg_R: 0.19961618766335712 | Kid_avg_R: 0.167 | Gen_T: 16.946688175201416
Gen: 4400 | Net_R: 0.18 | Avg_R: 0.1976545688970214 | Kid_avg_R: 0.16999999999999998 | Gen_T: 16.770829439163208
Gen: 4401 | Net_R: 0.22 | Avg_R: 0.19988911200731926 | Kid_avg_R: 0.17 | Gen_T: 17.07942509651184
Gen: 4402 | Net_R: 0.08 | Avg_R: 0.18790020080658734 | Kid_avg_R: 0.137 | Gen_T: 16.660709142684937
Gen: 4403 | Net_R: 0.24 | Avg_R: 0.19311018072592862 | Kid_avg_R: 0.177 | Gen_T: 16.71841788291931
Gen: 4404 | Net_R: 0.22 | Avg_R: 0.19579916265333575 | Kid_avg_R: 0.2 | Gen_T: 17.509612798690796
Gen: 4405 | Net_R: 0.14 | Avg_R: 0.1902192463880022 | Kid_avg_R: 0.164 | Gen_T: 16.219852447509766
Gen: 4406 | Net_R: 0.04 | Avg_R: 0.175197321749202 | Kid_avg_R: 0.10500000000000001 | Gen_T: 16.619418144226074
Gen: 4407 | Net_R: 0.28 | Avg_R: 0.1856775895742818 | Kid_avg_R: 0.205 | Gen_T: 16.200292110443115
Gen: 4408 | Net_R: 0.42 | Avg_R: 0.20910983061685362 | Kid_avg_R: 0.06000000000000001 | Gen_T: 17.639222860336304
Gen: 4409 | Net_R: 0.24 | Avg_R: 0.21219884755516827 | Kid_avg_R: 0.13399999999999998 | Gen_T: 16.13959836959839
Gen: 4410 | Net_R: 0.2 | Avg_R: 0.21097896279965145 | Kid_avg_R: 0.2 | Gen_T: 16.11101269721985
Gen: 4411 | Net_R: 0.22 | Avg_R: 0.2118810665196863 | Kid_avg_R: 0.09999999999999999 | Gen_T: 15.509695053100586
Gen: 4412 | Net_R: 0.2 | Avg_R: 0.2106929598677177 | Kid_avg_R: 0.02899999999999999 | Gen_T: 17.00922179222107
Gen: 4413 | Net_R: 0.12 | Avg_R: 0.20162366388094594 | Kid_avg_R: 0.10400000000000001 | Gen_T: 16.32983422279358
Gen: 4414 | Net_R: 0.22 | Avg_R: 0.20346129749285133 | Kid_avg_R: 0.14300000000000004 | Gen_T: 15.140110731124878
Gen: 4415 | Net_R: 0.36 | Avg_R: 0.2191151677435662 | Kid_avg_R: 0.192 | Gen_T: 19.358642578125
Gen: 4416 | Net_R: 0.38 | Avg_R: 0.2352036509692096 | Kid_avg_R: 0.225 | Gen_T: 16.480947732925415
Gen: 4417 | Net_R: 0.2 | Avg_R: 0.23168328587228865 | Kid_avg_R: 0.152 | Gen_T: 15.047921895980835
Gen: 4418 | Net_R: 0.2 | Avg_R: 0.22851495728505977 | Kid_avg_R: 0.24299999999999997 | Gen_T: 14.780603408813477
Gen: 4419 | Net_R: 0.06 | Avg_R: 0.2116634615565538 | Kid_avg_R: 0.11699999999999999 | Gen_T: 14.8989577293396
Gen: 4420 | Net_R: 0.04 | Avg_R: 0.19449711540089842 | Kid_avg_R: 0.13999999999999999 | Gen_T: 14.888054132461548
Gen: 4421 | Net_R: 0.12 | Avg_R: 0.1870474038608086 | Kid_avg_R: 0.157 | Gen_T: 14.659144163131714
Gen: 4422 | Net_R: 0.18 | Avg_R: 0.18634266347472772 | Kid_avg_R: 0.154 | Gen_T: 15.059276580810547
Gen: 4423 | Net_R: 0.44 | Avg_R: 0.21170839712725498 | Kid_avg_R: 0.24000000000000007 | Gen_T: 15.240306615829468
Gen: 4424 | Net_R: 0.3 | Avg_R: 0.2205375574145295 | Kid_avg_R: 0.201 | Gen_T: 15.058377981185913
Gen: 4425 | Net_R: 0.22 | Avg_R: 0.22048380167307655 | Kid_avg_R: 0.215 | Gen_T: 15.770082473754883
Gen: 4426 | Net_R: 0.24 | Avg_R: 0.2224354215057689 | Kid_avg_R: 0.161 | Gen_T: 15.040213108062744
Gen: 4427 | Net_R: 0.26 | Avg_R: 0.226191879355192 | Kid_avg_R: 0.121 | Gen_T: 16.629513025283813
Gen: 4428 | Net_R: 0.48 | Avg_R: 0.2515726914196728 | Kid_avg_R: 0.178 | Gen_T: 15.00842022895813
Gen: 4429 | Net_R: 0.28 | Avg_R: 0.2544154222777055 | Kid_avg_R: 0.181 | Gen_T: 14.6306734085083
Gen: 4430 | Net_R: 0.1 | Avg_R: 0.238973880049935 | Kid_avg_R: 0.16999999999999998 | Gen_T: 15.25857424736023
Gen: 4431 | Net_R: 0.38 | Avg_R: 0.25307649204494154 | Kid_avg_R: 0.156 | Gen_T: 15.159335851669312
Gen: 4432 | Net_R: 0.42 | Avg_R: 0.2697688428404474 | Kid_avg_R: 0.16399999999999998 | Gen_T: 15.73906922340393
Gen: 4433 | Net_R: 0.38 | Avg_R: 0.28079195855640265 | Kid_avg_R: 0.14600000000000002 | Gen_T: 15.900513887405396
Gen: 4434 | Net_R: 0.3 | Avg_R: 0.2827127627007624 | Kid_avg_R: 0.11000000000000001 | Gen_T: 16.249553680419922
Gen: 4435 | Net_R: 0.08 | Avg_R: 0.26244148643068616 | Kid_avg_R: 0.16500000000000004 | Gen_T: 15.338334560394287
Gen: 4436 | Net_R: 0.42 | Avg_R: 0.2781973377876175 | Kid_avg_R: 0.16200000000000003 | Gen_T: 14.920960426330566
Gen: 4437 | Net_R: 0.26 | Avg_R: 0.2763776040088558 | Kid_avg_R: 0.177 | Gen_T: 16.35833764076233
Gen: 4438 | Net_R: 0.42 | Avg_R: 0.2907398436079702 | Kid_avg_R: 0.181 | Gen_T: 15.060275316238403
Gen: 4439 | Net_R: 0.2 | Avg_R: 0.28166585924717324 | Kid_avg_R: 0.142 | Gen_T: 16.060418844223022
Gen: 4440 | Net_R: 0.32 | Avg_R: 0.28549927332245595 | Kid_avg_R: 0.11300000000000002 | Gen_T: 15.749050617218018
Gen: 4441 | Net_R: 0.16 | Avg_R: 0.27294934599021037 | Kid_avg_R: 0.13999999999999999 | Gen_T: 15.660168409347534
Gen: 4442 | Net_R: 0.28 | Avg_R: 0.27365441139118934 | Kid_avg_R: 0.20800000000000002 | Gen_T: 15.34987497329712
Gen: 4443 | Net_R: 0.16 | Avg_R: 0.26228897025207043 | Kid_avg_R: 0.11600000000000002 | Gen_T: 16.610047817230225
Gen: 4444 | Net_R: 0.2 | Avg_R: 0.2560600732268634 | Kid_avg_R: 0.23999999999999994 | Gen_T: 14.930769205093384
Gen: 4445 | Net_R: 0.22 | Avg_R: 0.25245406590417707 | Kid_avg_R: 0.188 | Gen_T: 14.970182657241821
Gen: 4446 | Net_R: 0.1 | Avg_R: 0.23720865931375937 | Kid_avg_R: 0.18100000000000002 | Gen_T: 15.40873122215271
Gen: 4447 | Net_R: 0.3 | Avg_R: 0.24348779338238344 | Kid_avg_R: 0.087 | Gen_T: 15.480550289154053
Gen: 4448 | Net_R: 0.1 | Avg_R: 0.2291390140441451 | Kid_avg_R: 0.185 | Gen_T: 15.489957809448242
Gen: 4449 | Net_R: 0.08 | Avg_R: 0.2142251126397306 | Kid_avg_R: 0.207 | Gen_T: 16.21881103515625
Gen: 4450 | Net_R: 0.22 | Avg_R: 0.21480260137575755 | Kid_avg_R: 0.137 | Gen_T: 16.090253591537476
Gen: 4451 | Net_R: 0.24 | Avg_R: 0.21732234123818178 | Kid_avg_R: 0.16700000000000004 | Gen_T: 15.418956518173218
Gen: 4452 | Net_R: 0.38 | Avg_R: 0.23359010711436362 | Kid_avg_R: 0.135 | Gen_T: 17.590534687042236
Gen: 4453 | Net_R: 0.28 | Avg_R: 0.23823109640292725 | Kid_avg_R: 0.184 | Gen_T: 16.38873314857483
Gen: 4454 | Net_R: 0.32 | Avg_R: 0.24640798676263453 | Kid_avg_R: 0.217 | Gen_T: 16.102654933929443
Gen: 4455 | Net_R: 0.26 | Avg_R: 0.24776718808637108 | Kid_avg_R: 0.181 | Gen_T: 16.393471240997314
Gen: 4456 | Net_R: 0.22 | Avg_R: 0.24499046927773396 | Kid_avg_R: 0.21500000000000002 | Gen_T: 15.131825685501099
Gen: 4457 | Net_R: 0.32 | Avg_R: 0.2524914223499606 | Kid_avg_R: 0.17 | Gen_T: 14.760348320007324
Gen: 4458 | Net_R: 0.12 | Avg_R: 0.23924228011496454 | Kid_avg_R: 0.186 | Gen_T: 14.688689231872559
Gen: 4459 | Net_R: 0.28 | Avg_R: 0.24331805210346807 | Kid_avg_R: 0.14899999999999997 | Gen_T: 17.430498838424683
Gen: 4460 | Net_R: 0.36 | Avg_R: 0.25498624689312127 | Kid_avg_R: 0.07600000000000001 | Gen_T: 17.136547803878784
Gen: 4461 | Net_R: 0.24 | Avg_R: 0.25348762220380916 | Kid_avg_R: 0.21300000000000002 | Gen_T: 14.484459161758423
Gen: 4462 | Net_R: 0.28 | Avg_R: 0.2561388599834283 | Kid_avg_R: 0.1 | Gen_T: 18.061840295791626
Gen: 4463 | Net_R: 0.2 | Avg_R: 0.25052497398508544 | Kid_avg_R: 0.137 | Gen_T: 17.41214609146118
Gen: 4464 | Net_R: 0.3 | Avg_R: 0.2554724765865769 | Kid_avg_R: 0.07600000000000001 | Gen_T: 18.73215341567993
